mmsi,vessel_name,latitude,longitude,BaseDateTime
126537775,SS Arctic Sky,72.29816678552653,50.569261840050245,2023-06-24 22:57:05
126537775,SS Arctic Sky,72.31334696563978,50.58069235937597,2023-06-24 22:59:32
126537775,SS Arctic Sky,72.30491611492144,50.588326473635085,2023-06-24 23:01:59
126537775,SS Arctic Sky,72.31942424621285,50.590039134449064,2023-06-24 23:04:26
126537775,SS Arctic Sky,72.32066838588895,50.60973581495397,2023-06-24 23:06:53
126537775,SS Arctic Sky,72.32977676207703,50.621459881251724,2023-06-24 23:09:20
126537775,SS Arctic Sky,72.34307102042514,50.61593056840324,2023-06-24 23:11:47
126537775,SS Arctic Sky,72.34846775457152,50.6267926005963,2023-06-24 23:14:14
126537775,SS Arctic Sky,72.35570143323015,50.63854493364391,2023-06-24 23:16:41
126537775,SS Arctic Sky,72.36741196707052,50.63870741907727,2023-06-24 23:19:08
126537775,SS Arctic Sky,72.37535227912389,50.64710347868913,2023-06-24 23:21:35
126537775,SS Arctic Sky,72.38420833770257,50.65897277914792,2023-06-24 23:24:01
126537775,SS Arctic Sky,72.38961360765708,50.674227561681946,2023-06-24 23:26:28
126537775,SS Arctic Sky,72.3960321347215,50.68379192194274,2023-06-24 23:28:55
126537775,SS Arctic Sky,72.40728129283413,50.69210809816642,2023-06-24 23:31:22
126537775,SS Arctic Sky,72.4139550851226,50.69819655767401,2023-06-24 23:33:49
126537775,SS Arctic Sky,72.42669371301905,50.707207112084575,2023-06-24 23:36:16
126537775,SS Arctic Sky,72.4282902245004,50.70728977269826,2023-06-24 23:38:43
126537775,SS Arctic Sky,72.43860672740232,50.715033168984824,2023-06-24 23:41:10
126537775,SS Arctic Sky,72.45288774135624,50.72660471357349,2023-06-24 23:43:37
126537775,SS Arctic Sky,72.45215821375494,50.72421196944363,2023-06-24 23:46:04
126537775,SS Arctic Sky,72.46152694325573,50.74208719110852,2023-06-24 23:48:31
126537775,SS Arctic Sky,72.47653489075613,50.754547096581376,2023-06-24 23:50:58
126537775,SS Arctic Sky,72.47596252410933,50.76101011995265,2023-06-24 23:53:25
126537775,SS Arctic Sky,72.48601199571829,50.76147340380038,2023-06-24 23:55:52
126537775,SS Arctic Sky,72.49726662882456,50.77063204145593,2023-06-24 23:58:19
126537775,SS Arctic Sky,72.5006679530575,50.77606686759268,2023-06-25 00:00:46
126537775,SS Arctic Sky,72.51452162605433,50.79117524872373,2023-06-25 00:03:12
126537775,SS Arctic Sky,72.5229958610246,50.79659242292665,2023-06-25 00:05:39
126537775,SS Arctic Sky,72.52704792250779,50.808605307401486,2023-06-25 00:08:06
126537775,SS Arctic Sky,72.54623289352347,50.81827371214658,2023-06-25 00:10:33
126537775,SS Arctic Sky,72.54532640529754,50.82248694405468,2023-06-25 00:13:00
126537775,SS Arctic Sky,72.5489246885654,50.840755070912714,2023-06-25 00:15:27
126537775,SS Arctic Sky,72.55935258679268,50.84601937834206,2023-06-25 00:17:54
126537775,SS Arctic Sky,72.57457614424402,50.84376014034485,2023-06-25 00:20:21
126537775,SS Arctic Sky,72.57251326026051,50.8524564044305,2023-06-25 00:22:48
126537775,SS Arctic Sky,72.5864348588295,50.86407688026501,2023-06-25 00:25:15
126537775,SS Arctic Sky,72.59178672531402,50.87854511276157,2023-06-25 00:27:42
126537775,SS Arctic Sky,72.60419179636501,50.89195128754436,2023-06-25 00:30:09
126537775,SS Arctic Sky,72.60815149679549,50.89379849852148,2023-06-25 00:32:36
126537775,SS Arctic Sky,72.617296134931,50.895383529377945,2023-06-25 00:35:03
126537775,SS Arctic Sky,72.63381183617523,50.9019931037498,2023-06-25 00:37:30
126537775,SS Arctic Sky,72.62543962735029,50.90372566295267,2023-06-25 00:39:57
126537775,SS Arctic Sky,72.64828842711981,50.92877163203395,2023-06-25 00:42:24
126537775,SS Arctic Sky,72.6504716883696,50.934136919189285,2023-06-25 00:44:50
126537775,SS Arctic Sky,72.66448206939857,50.93970541622586,2023-06-25 00:47:17
126537775,SS Arctic Sky,72.67130876635962,50.950011920367785,2023-06-25 00:49:44
126537775,SS Arctic Sky,72.66745715059722,50.955619041515604,2023-06-25 00:52:11
126537775,SS Arctic Sky,72.68705648165931,50.96765348426745,2023-06-25 00:54:38
126537775,SS Arctic Sky,72.68663583010014,50.96730922121426,2023-06-25 00:57:05
151208561,RV Silver Crest,72.37767010150408,61.20171051487425,2023-07-26 22:46:34
151208561,RV Silver Crest,72.38261591743719,61.21802401914524,2023-07-26 22:49:01
151208561,RV Silver Crest,72.38734670229226,61.22549391112126,2023-07-26 22:51:28
151208561,RV Silver Crest,72.39419737915847,61.230698806912436,2023-07-26 22:53:55
151208561,RV Silver Crest,72.40407899379464,61.23680793860592,2023-07-26 22:56:22
151208561,RV Silver Crest,72.40393933589483,61.252553195913634,2023-07-26 22:58:49
151208561,RV Silver Crest,72.41763913333166,61.251208597301336,2023-07-26 23:01:16
151208561,RV Silver Crest,72.42578911660523,61.274308280498325,2023-07-26 23:03:42
151208561,RV Silver Crest,72.43295242612349,61.26691202032779,2023-07-26 23:06:09
151208561,RV Silver Crest,72.43263843978063,61.27886073408594,2023-07-26 23:08:36
151208561,RV Silver Crest,72.45011198127978,61.28784994537122,2023-07-26 23:11:03
151208561,RV Silver Crest,72.45849535685531,61.297178006944605,2023-07-26 23:13:30
151208561,RV Silver Crest,72.47504094646253,61.30797243945596,2023-07-26 23:15:57
151208561,RV Silver Crest,72.47796151000993,61.316334254243685,2023-07-26 23:18:24
151208561,RV Silver Crest,72.48786285464567,61.32382527182721,2023-07-26 23:20:51
151208561,RV Silver Crest,72.49148295610337,61.33602904077277,2023-07-26 23:23:18
151208561,RV Silver Crest,72.49678130084922,61.33897476815402,2023-07-26 23:25:45
151208561,RV Silver Crest,72.50154499999978,61.35064541022747,2023-07-26 23:28:12
151208561,RV Silver Crest,72.51184398375116,61.35014755258274,2023-07-26 23:30:39
151208561,RV Silver Crest,72.52391943560062,61.35829983702258,2023-07-26 23:33:06
151208561,RV Silver Crest,72.53389957625771,61.367914777608405,2023-07-26 23:35:33
151208561,RV Silver Crest,72.54803309750297,61.387049288860844,2023-07-26 23:38:00
151208561,RV Silver Crest,72.5490181522332,61.38778399511259,2023-07-26 23:40:27
151208561,RV Silver Crest,72.55875994368978,61.40304099247109,2023-07-26 23:42:53
151208561,RV Silver Crest,72.56573143777993,61.40298933939553,2023-07-26 23:45:20
151208561,RV Silver Crest,72.57762926875198,61.42513822577287,2023-07-26 23:47:47
151208561,RV Silver Crest,72.57946622298661,61.42353976479577,2023-07-26 23:50:14
151208561,RV Silver Crest,72.59773952253184,61.4273300056614,2023-07-26 23:52:41
151208561,RV Silver Crest,72.5973031518162,61.434634270887955,2023-07-26 23:55:08
151208561,RV Silver Crest,72.61269890719058,61.44279592966206,2023-07-26 23:57:35
151208561,RV Silver Crest,72.61759481734767,61.44858960484836,2023-07-27 00:00:02
151208561,RV Silver Crest,72.6279345665671,61.46940016380076,2023-07-27 00:02:29
151208561,RV Silver Crest,72.63450421728848,61.46632466379733,2023-07-27 00:04:56
151208561,RV Silver Crest,72.6358626666981,61.47152711677262,2023-07-27 00:07:23
